District_Name,Season,Year_Range,Crop,Area,Production
NICOBARS,Whole Year ,1998-2001,Cashewnut,720.0,165.0
NICOBARS,Whole Year ,1998-2001,Coconut ,18168.0,65100000.0
NICOBARS,Whole Year ,1998-2001,Dry ginger,36.0,100.0
NICOBARS,Whole Year ,1998-2001,Sugarcane,1.0,2.0
NICOBARS,Whole Year ,1998-2001,Sweet potato,5.0,15.0
NICOBARS,Whole Year ,1998-2001,Tapioca,40.0,169.0
NICOBARS,Whole Year ,2001-2004,Arecanut,2519.0,3608.0
NICOBARS,Whole Year ,2001-2004,Banana,479.0,3041.0
NICOBARS,Whole Year ,2001-2004,Black pepper,138.5,29.36
NICOBARS,Whole Year ,2001-2004,Cashewnut,2155.0,608.5
NICOBARS,Whole Year ,2001-2004,Coconut ,54714.740000000005,200500000.0
NICOBARS,Whole Year ,2001-2004,Dry chillies,473.0,130.8
NICOBARS,Whole Year ,2001-2004,Dry ginger,195.3,559.4
NICOBARS,Whole Year ,2001-2004,Sugarcane,6.0,41.0
NICOBARS,Whole Year ,2001-2004,Sweet potato,11.0,33.0
NICOBARS,Whole Year ,2001-2004,other oilseeds,4.2,0.3
NICOBARS,Whole Year ,2004-2007,Arecanut,2956.37,2352.0735961600026
NICOBARS,Whole Year ,2004-2007,Banana,286.42,1962.12
NICOBARS,Whole Year ,2004-2007,Black pepper,148.16,16.64
NICOBARS,Whole Year ,2004-2007,Cashewnut,1583.5,338.83
NICOBARS,Whole Year ,2004-2007,Coconut ,46629.270000000004,163780000.0
NICOBARS,Whole Year ,2004-2007,Dry chillies,80.0,197.34845598599367
NICOBARS,Whole Year ,2004-2007,Dry ginger,124.0,387.0
NICOBARS,Whole Year ,2004-2007,Sugarcane,0.2,0.5
NICOBARS,Whole Year ,2004-2007,Sweet potato,18.0,86.0
NICOBARS,Whole Year ,2004-2007,Tapioca,52.03,450.0
NICOBARS,Whole Year ,2004-2007,Turmeric,12.5,71.03
NICOBARS,Whole Year ,2004-2007,other oilseeds,1.0,0.11
NICOBARS,Whole Year ,2010-2013,Banana,593.0,3425.0
NICOBARS,Whole Year ,2010-2013,Coconut ,14560.0,71300000.0
NICOBARS,Whole Year ,2010-2013,Tapioca,69.0,575.0
NORTH AND MIDDLE ANDAMAN,Autumn     ,2010-2013,Rice,6791.0,20118.0
NORTH AND MIDDLE ANDAMAN,Autumn     ,2010-2013,Sugarcane,73.33,889.2
NORTH AND MIDDLE ANDAMAN,Kharif     ,1998-2001,Arecanut,3100.0,5200.0
NORTH AND MIDDLE ANDAMAN,Kharif     ,1998-2001,Other Kharif pulses,668.0,448.0
NORTH AND MIDDLE ANDAMAN,Kharif     ,1998-2001,Rice,10779.0,31863.0
NORTH AND MIDDLE ANDAMAN,Kharif     ,2001-2004,Arecanut,3100.0,5239.0
NORTH AND MIDDLE ANDAMAN,Kharif     ,2001-2004,Other Kharif pulses,418.0,199.0
NORTH AND MIDDLE ANDAMAN,Kharif     ,2001-2004,Rice,9718.0,27033.0
NORTH AND MIDDLE ANDAMAN,Kharif     ,2004-2007,Rice,6854.3,18995.62
NORTH AND MIDDLE ANDAMAN,Rabi       ,2010-2013,Arecanut,1296.0,2290.0
NORTH AND MIDDLE ANDAMAN,Rabi       ,2010-2013,Arhar/Tur,294.5,90.8
NORTH AND MIDDLE ANDAMAN,Rabi       ,2010-2013,Black pepper,168.0,13.5
NORTH AND MIDDLE ANDAMAN,Rabi       ,2010-2013,Cashewnut,84.5,39.0
NORTH AND MIDDLE ANDAMAN,Rabi       ,2010-2013,Dry chillies,254.0,402.0
NORTH AND MIDDLE ANDAMAN,Rabi       ,2010-2013,Dry ginger,110.0,1011.84
NORTH AND MIDDLE ANDAMAN,Rabi       ,2010-2013,Groundnut,4.75,6.8
NORTH AND MIDDLE ANDAMAN,Rabi       ,2010-2013,Maize,86.7,96.4
NORTH AND MIDDLE ANDAMAN,Rabi       ,2010-2013,Moong(Green Gram),1168.6,556.55
NORTH AND MIDDLE ANDAMAN,Rabi       ,2010-2013,Sunflower,2.9,1.9
NORTH AND MIDDLE ANDAMAN,Rabi       ,2010-2013,Sweet potato,109.0,480.0
NORTH AND MIDDLE ANDAMAN,Rabi       ,2010-2013,Turmeric,68.0,376.5
NORTH AND MIDDLE ANDAMAN,Rabi       ,2010-2013,Urad,1059.5,458.79
NORTH AND MIDDLE ANDAMAN,Whole Year ,1998-2001,Banana,1531.0,12073.0
NORTH AND MIDDLE ANDAMAN,Whole Year ,1998-2001,Cashewnut,80.0,54.0
NORTH AND MIDDLE ANDAMAN,Whole Year ,1998-2001,Coconut ,6992.0,23900000.0
NORTH AND MIDDLE ANDAMAN,Whole Year ,1998-2001,Dry ginger,352.0,1120.0
NORTH AND MIDDLE ANDAMAN,Whole Year ,1998-2001,Sugarcane,141.0,3736.0
NORTH AND MIDDLE ANDAMAN,Whole Year ,1998-2001,Sweet potato,78.0,843.0
NORTH AND MIDDLE ANDAMAN,Whole Year ,1998-2001,Tapioca,160.0,2108.0
NORTH AND MIDDLE ANDAMAN,Whole Year ,1998-2001,other oilseeds,133.0,55.0
NORTH AND MIDDLE ANDAMAN,Whole Year ,2001-2004,Cashewnut,81.0,33.0
NORTH AND MIDDLE ANDAMAN,Whole Year ,2001-2004,Coconut ,7015.0,25250000.0
NORTH AND MIDDLE ANDAMAN,Whole Year ,2001-2004,Dry ginger,344.0,1124.0
NORTH AND MIDDLE ANDAMAN,Whole Year ,2001-2004,Sugarcane,81.0,2379.0
NORTH AND MIDDLE ANDAMAN,Whole Year ,2001-2004,Sweet potato,100.0,5.0
NORTH AND MIDDLE ANDAMAN,Whole Year ,2004-2007,Arecanut,1160.0,3011.7
NORTH AND MIDDLE ANDAMAN,Whole Year ,2004-2007,Banana,957.57,8582.0
NORTH AND MIDDLE ANDAMAN,Whole Year ,2004-2007,Black pepper,175.0,191.14
NORTH AND MIDDLE ANDAMAN,Whole Year ,2004-2007,Cashewnut,40.5,44.0
NORTH AND MIDDLE ANDAMAN,Whole Year ,2004-2007,Coconut ,3575.0,15400000.0
NORTH AND MIDDLE ANDAMAN,Whole Year ,2004-2007,Dry chillies,235.72,824.3
NORTH AND MIDDLE ANDAMAN,Whole Year ,2004-2007,Dry ginger,98.66,929.0
NORTH AND MIDDLE ANDAMAN,Whole Year ,2004-2007,Sugarcane,71.3,1500.0
NORTH AND MIDDLE ANDAMAN,Whole Year ,2004-2007,Sweet potato,30.0,240.0
NORTH AND MIDDLE ANDAMAN,Whole Year ,2004-2007,Tapioca,255.0,1420.0
NORTH AND MIDDLE ANDAMAN,Whole Year ,2004-2007,Turmeric,68.0,408.0
NORTH AND MIDDLE ANDAMAN,Whole Year ,2004-2007,other oilseeds,35.62,21.4
NORTH AND MIDDLE ANDAMAN,Whole Year ,2010-2013,Banana,657.0,7968.0
NORTH AND MIDDLE ANDAMAN,Whole Year ,2010-2013,Coconut ,3668.0,12700000.0
NORTH AND MIDDLE ANDAMAN,Whole Year ,2010-2013,Tapioca,186.5,1355.0
SOUTH ANDAMANS,Autumn     ,2010-2013,Rice,1595.5,3788.0
SOUTH ANDAMANS,Autumn     ,2010-2013,Sugarcane,67.5,402.0
SOUTH ANDAMANS,Kharif     ,2001-2004,Rice,21205.17,62361.520000000004
SOUTH ANDAMANS,Kharif     ,2004-2007,Rice,20287.23,57530.28
SOUTH ANDAMANS,Rabi       ,2010-2013,Arecanut,1912.0,1900.0
SOUTH ANDAMANS,Rabi       ,2010-2013,Arhar/Tur,20.5,13.2
SOUTH ANDAMANS,Rabi       ,2010-2013,Black pepper,409.0,98.0
SOUTH ANDAMANS,Rabi       ,2010-2013,Cashewnut,15.0,10.5
SOUTH ANDAMANS,Rabi       ,2010-2013,Dry chillies,128.0,148.0
SOUTH ANDAMANS,Rabi       ,2010-2013,Dry ginger,94.0,828.52
SOUTH ANDAMANS,Rabi       ,2010-2013,Groundnut,15.5,7.6
SOUTH ANDAMANS,Rabi       ,2010-2013,Maize,73.0,253.0
SOUTH ANDAMANS,Rabi       ,2010-2013,Moong(Green Gram),29.9,17.85
SOUTH ANDAMANS,Rabi       ,2010-2013,Sunflower,1.0,0.5
SOUTH ANDAMANS,Rabi       ,2010-2013,Sweet potato,32.0,235.0
SOUTH ANDAMANS,Rabi       ,2010-2013,Turmeric,10.0,105.0
SOUTH ANDAMANS,Rabi       ,2010-2013,Urad,34.0,15.05
SOUTH ANDAMANS,Whole Year ,2001-2004,Arecanut,6223.0,10449.0
SOUTH ANDAMANS,Whole Year ,2001-2004,Banana,3054.0,22440.0
SOUTH ANDAMANS,Whole Year ,2001-2004,Black pepper,984.0,206.87
SOUTH ANDAMANS,Whole Year ,2001-2004,Cashewnut,197.5,50.14
SOUTH ANDAMANS,Whole Year ,2001-2004,Coconut ,14170.0,53490000.0
SOUTH ANDAMANS,Whole Year ,2001-2004,Dry chillies,579.0,598.9
SOUTH ANDAMANS,Whole Year ,2001-2004,Dry ginger,758.0,2444.2
SOUTH ANDAMANS,Whole Year ,2001-2004,Sugarcane,723.0,16639.52
SOUTH ANDAMANS,Whole Year ,2001-2004,other oilseeds,167.19,75.82
SOUTH ANDAMANS,Whole Year ,2004-2007,Arecanut,8411.45,9383.66
SOUTH ANDAMANS,Whole Year ,2004-2007,Banana,4051.8999999999996,31775.53
SOUTH ANDAMANS,Whole Year ,2004-2007,Black pepper,1639.5500000000002,160.49
SOUTH ANDAMANS,Whole Year ,2004-2007,Cashewnut,314.5,81.32
SOUTH ANDAMANS,Whole Year ,2004-2007,Coconut ,17690.239999999998,75370000.0
SOUTH ANDAMANS,Whole Year ,2004-2007,Dry chillies,835.3000000000001,1735.1000000000001
SOUTH ANDAMANS,Whole Year ,2004-2007,Dry ginger,710.9,4162.0
SOUTH ANDAMANS,Whole Year ,2004-2007,Sugarcane,326.78,5007.7
SOUTH ANDAMANS,Whole Year ,2004-2007,Sweet potato,162.3,920.35
SOUTH ANDAMANS,Whole Year ,2004-2007,Tapioca,294.5,1640.0
SOUTH ANDAMANS,Whole Year ,2004-2007,Turmeric,91.7,632.0
SOUTH ANDAMANS,Whole Year ,2004-2007,other oilseeds,166.85,95.68
SOUTH ANDAMANS,Whole Year ,2010-2013,Banana,360.0,5517.0
SOUTH ANDAMANS,Whole Year ,2010-2013,Coconut ,3540.0,11000000.0
SOUTH ANDAMANS,Whole Year ,2010-2013,Tapioca,22.5,220.0
